iter	Passed	Remaining
439	9040	11505
440	9055	11478
441	9070	11451
442	9087	11426
443	9111	11409
444	9125	11381
445	9140	11354
446	9159	11332
447	9179	11310
448	9199	11289
449	9220	11269
450	9238	11245
451	9255	11221
452	9268	11192
453	9283	11165
454	9299	11138
455	9322	11121
456	9340	11098
457	9357	11073
458	9374	11049
459	9397	11032
460	9418	11011
461	9435	10987
462	9456	10967
463	9472	10942
464	9489	10918
465	9514	10902
466	9530	10876
467	9545	10851
468	9561	10825
469	9581	10805
470	9605	10788
471	9623	10765
472	9641	10742
473	9661	10721
474	9679	10698
475	9694	10671
476	9718	10656
477	9738	10635
478	9753	10608
479	9771	10585
480	9793	10567
481	9814	10547
482	9831	10523
483	9847	10498
484	9863	10473
485	9876	10445
486	9894	10422
487	9917	10405
488	9933	10380
489	9953	10359
490	9970	10335
491	9987	10312
492	10012	10296
493	10033	10276
494	10055	10259
495	10073	10236
496	10091	10213
497	10106	10187
498	10135	10175
499	10154	10154
500	10173	10133
501	10191	10110
502	10207	10085
503	10224	10061
504	10241	10038
505	10261	10018
506	10281	9997
507	10297	9973
508	10315	9950
509	10338	9933
510	10358	9912
511	10375	9888
512	10392	9865
513	10415	9848
514	10433	9825
515	10466	9817
516	10488	9798
517	10504	9774
518	10524	9753
519	10557	9745
520	10576	9724
521	10597	9704
522	10613	9680
523	10629	9656
524	10646	9632
525	10669	9614
526	10686	9591
527	10706	9570
528	10729	9552
529	10747	9531
530	10774	9516
531	10794	9495
532	10831	9489
533	10857	9475
534	10877	9454
535	10893	9430
536	10913	9409
537	10936	9391
538	10965	9379
539	11005	9374
540	11030	9358
541	11062	9347
542	11077	9323
543	11093	9299
544	11117	9281
545	11136	9259
546	11153	9236
547	11170	9213
548	11186	9189
549	11210	9172
550	11229	9151
551	11260	9138
552	11283	9120
553	11303	9099
554	11320	9077
555	11345	9059
556	11371	9044
557	11390	9022
558	11411	9002
559	11429	8980
560	11448	8958
561	11474	8942
562	11500	8927
563	11524	8909
564	11546	8890
565	11567	8869
566	11598	8857
567	11617	8835
568	11632	8811
569	11658	8794
570	11685	8779
571	11700	8755
572	11723	8736
573	11745	8717
574	11762	8694
575	11779	8671
576	11796	8648
577	11813	8625
578	11830	8601
579	11852	8582
580	11869	8560
581	11889	8539
582	11913	8521
583	11931	8498
584	11948	8476
585	11967	8455
586	11989	8435
587	12011	8416
588	12026	8392
589	12055	8377
590	12075	8356
591	12098	8338
592	12118	8317
593	12136	8295
594	12153	8272
595	12171	8250
596	12199	8235
597	12225	8218
598	12252	8202
599	12279	8186
600	12298	8164
601	12319	8145
602	12338	8123
603	12355	8100
604	12376	8080
605	12396	8059
606	12412	8036
607	12432	8015
608	12451	7994
609	12469	7972
610	12498	7957
611	12520	7937
612	12539	7916
613	12555	7892
614	12571	7870
615	12593	7850
616	12609	7827
617	12628	7805
618	12648	7785
619	12663	7761
620	12680	7738
621	12706	7721
622	12729	7702
623	12752	7684
624	12773	7664
625	12792	7643
626	12806	7618
627	12823	7595
628	12840	7573
629	12858	7551
630	12873	7528
631	12893	7507
632	12910	7485
633	12929	7464
634	12946	7441
635	12966	7420
636	12987	7400
637	13007	7380
638	13055	7375
639	13074	7354
640	13092	7332
641	13117	7314
642	13135	7293
643	13153	7271
644	13174	7251
645	13190	7228
646	13205	7204
647	13223	7182
648	13243	7162
649	13261	7140
650	13277	7118
651	13298	7097
652	13314	7075
653	13334	7054
654	13352	7032
655	13371	7011
656	13390	6990
657	13410	6970
658	13428	6948
659	13448	6928
660	13468	6907
661	13483	6884
662	13501	6862
663	13521	6842
664	13539	6820
665	13554	6797
666	13572	6776
667	13591	6754
668	13605	6731
669	13621	6708
670	13634	6685
671	13651	6663
672	13666	6640
673	13682	6617
674	13699	6595
675	13717	6574
676	13736	6553
677	13753	6532
678	13771	6510
679	13798	6493
680	13815	6471
681	13831	6449
682	13846	6426
683	13866	6406
684	13884	6384
685	13899	6362
686	13917	6341
687	13934	6319
688	13952	6297
689	13967	6275
690	13983	6253
691	13997	6230
692	14018	6210
693	14034	6188
694	14048	6165
695	14061	6141
696	14077	6119
697	14093	6097
698	14109	6075
699	14122	6052
700	14138	6030
701	14155	6009
702	14173	5988
703	14188	5965
704	14206	5944
705	14223	5922
706	14236	5900
707	14250	5877
708	14266	5855
709	14279	5832
710	14292	5809
711	14307	5787
712	14321	5764
713	14336	5742
714	14353	5721
715	14370	5700
716	14383	5677
717	14396	5654
718	14409	5631
719	14426	5610
720	14443	5588
721	14458	5567
722	14473	5545
723	14489	5523
724	14504	5501
725	14518	5479
726	14537	5459
727	14553	5437
728	14568	5415
729	14585	5394
730	14599	5372
731	14613	5350
732	14630	5329
733	14647	5308
734	14665	5287
735	14680	5265
736	14699	5245
737	14715	5224
738	14730	5202
739	14746	5181
740	14764	5160
741	14778	5138
742	14794	5117
743	14812	5096
744	14827	5075
745	14841	5053
746	14853	5030
747	14867	5008
748	14882	4987
749	14898	4966
750	14914	4944
751	14931	4924
752	14946	4902
753	14962	4881
754	14978	4860
755	14996	4840
756	15012	4819
757	15030	4798
758	15049	4778
759	15073	4760
760	15099	4742
761	15125	4724
762	15146	4704
763	15171	4686
764	15193	4667
765	15228	4651
766	15263	4636
767	15288	4618
768	15310	4599
769	15330	4579
770	15355	4560
771	15370	4539
772	15387	4518
773	15405	4498
774	15444	4483
775	15467	4464
776	15487	4444
777	15506	4424
778	15524	4404
779	15553	4386
780	15588	4371
781	15604	4350
782	15621	4329
783	15651	4312
784	15684	4295
785	15701	4274
786	15728	4256
787	15748	4236
788	15765	4216
789	15796	4198
790	15817	4179
791	15850	4162
792	15871	4142
793	15901	4125
794	15919	4105
795	15935	4083
796	15950	4062
797	15967	4041
798	15984	4021
799	15999	3999
800	16017	3979
801	16034	3958
802	16051	3938
803	16066	3916
804	16081	3895
805	16097	3874
806	16114	3853
807	16132	3833
808	16149	3812
809	16164	3791
810	16183	3771
811	16201	3751
812	16217	3730
813	16237	3710
814	16252	3689
815	16272	3669
816	16292	3649
817	16307	3628
818	16330	3608
819	16347	3588
820	16361	3567
821	16375	3546
822	16392	3525
823	16408	3504
824	16425	3484
825	16438	3462
826	16452	3441
827	16465	3420
828	16479	3399
829	16492	3377
830	16504	3356
831	16517	3335
832	16529	3313
833	16542	3292
834	16558	3272
835	16575	3251
836	16589	3230
837	16605	3210
838	16621	3189
839	16636	3168
840	16649	3147
841	16664	3127
842	16682	3106
843	16700	3086
844	16715	3066
845	16728	3045
846	16747	3025
847	16763	3004
848	16783	2985
849	16800	2964
850	16817	2944
851	16835	2924
852	16851	2904
853	16865	2883
854	16878	2862
855	16891	2841
856	16907	2821
857	16923	2800
858	16937	2780
859	16952	2759
860	16971	2739
861	16987	2719
862	17005	2699
863	17021	2679
864	17034	2658
865	17050	2638
866	17066	2618
867	17082	2597
868	17098	2577
869	17113	2557
870	17129	2536
871	17147	2517
872	17164	2497
873	17180	2476
874	17197	2456
875	17213	2436
876	17231	2416
877	17249	2396
878	17269	2377
879	17288	2357
880	17302	2337
881	17316	2316
882	17332	2296
883	17349	2276
884	17365	2256
885	17382	2236
886	17398	2216
887	17413	2196
888	17427	2175
889	17444	2156
890	17459	2135
891	17474	2115
892	17492	2095
893	17510	2076
894	17523	2055
895	17535	2035
896	17549	2015
897	17566	1995
898	17581	1975
899	17599	1955
900	17619	1936
901	17634	1915
902	17652	1896
903	17672	1876
904	17686	1856
905	17703	1836
906	17719	1816
907	17733	1796
908	17748	1776
909	17761	1756
910	17774	1736
911	17790	1716
912	17805	1696
913	17820	1676
914	17835	1656
915	17851	1637
916	17865	1617
917	17878	1596
918	17890	1576
919	17905	1556
920	17924	1537
921	17940	1517
922	17953	1497
923	17966	1477
924	17979	1457
925	17992	1437
926	18006	1417
927	18025	1398
928	18041	1378
929	18054	1358
930	18068	1339
931	18081	1319
932	18095	1299
933	18107	1279
934	18124	1259
935	18137	1240
936	18152	1220
937	18165	1200
938	18181	1181
939	18197	1161
940	18212	1141
941	18224	1122
942	18242	1102
943	18261	1083
944	18275	1063
945	18293	1044
946	18309	1024
947	18324	1005
948	18352	986
949	18366	966
950	18379	946
951	18395	927
952	18411	908
953	18427	888
954	18440	868
955	18454	849
956	18474	830
957	18489	810
958	18503	791
959	18518	771
960	18537	752
961	18551	732
962	18567	713
963	18585	694
964	18599	674
965	18612	655
966	18626	635
967	18646	616
968	18662	597
969	18678	577
970	18705	558
971	18723	539
972	18744	520
973	18765	500
974	18780	481
975	18798	462
976	18814	442
977	18828	423
978	18840	404
979	18854	384
980	18870	365
981	18887	346
982	18902	326
983	18918	307
984	18933	288
985	18948	269
986	18965	249
987	18980	230
988	18996	211
989	19014	192
990	19028	172
991	19043	153
992	19056	134
993	19071	115
994	19090	95
995	19104	76
996	19121	57
997	19137	38
998	19157	19
999	19173	0
