iter	Logloss
477	0.2669255119
478	0.2668964673
479	0.2668581273
480	0.2668306402
481	0.266784785
482	0.2665987095
483	0.2665562482
484	0.2665012715
485	0.2664642241
486	0.266426669
487	0.2663741826
488	0.2663292965
489	0.2662775186
490	0.2662309756
491	0.2661975461
492	0.2661550521
493	0.2661214903
494	0.2660916001
495	0.2660679096
496	0.266024334
497	0.2659992139
498	0.2659714673
499	0.2659267726
500	0.2658879177
501	0.2658625337
502	0.2658371325
503	0.2657883037
504	0.2657309002
505	0.2657113737
506	0.2656733707
507	0.265612372
508	0.2655763039
509	0.265541677
510	0.2654866264
511	0.2654662985
512	0.2654402148
513	0.2654194089
514	0.2654062328
515	0.2653862495
516	0.2653593764
517	0.2653123248
518	0.2652893504
519	0.2652642473
520	0.2652432092
521	0.2651894992
522	0.2651557719
523	0.2651118708
524	0.2651030599
525	0.2650749046
526	0.2650355404
527	0.2649505051
528	0.2648930196
529	0.2648541451
530	0.2646756495
531	0.2646255491
532	0.2645940086
533	0.2645707618
534	0.2645457649
535	0.2645135311
536	0.2644726138
537	0.264439382
538	0.2644075688
539	0.2643581096
540	0.2642562624
541	0.2642316833
542	0.2641899914
543	0.2641242421
544	0.2641057515
545	0.2640853245
546	0.2640351461
547	0.2640004475
548	0.2639681112
549	0.2639471512
550	0.2639170777
551	0.2638812991
552	0.2638420633
553	0.2636969347
554	0.263677321
555	0.2636183
556	0.2635942975
557	0.2635610564
558	0.2635497928
559	0.2635235827
560	0.2633656924
561	0.2633340888
562	0.263296505
563	0.2632538713
564	0.2632195874
565	0.263191497
566	0.2631509675
567	0.2631102918
568	0.2630820714
569	0.2630374321
570	0.2629948969
571	0.2629634255
572	0.2629201895
573	0.262872605
574	0.2628205436
575	0.2627834941
576	0.2627688442
577	0.2627133958
578	0.2626854427
579	0.2626390007
580	0.2626139148
581	0.2625961353
582	0.2625580284
583	0.2625459539
584	0.2625015626
585	0.2624591467
586	0.2624313017
587	0.2624003069
588	0.2623677566
589	0.2623172959
590	0.2622779077
591	0.2622632477
592	0.2622232566
593	0.2621492152
594	0.2621216674
595	0.2620776729
596	0.2620527398
597	0.2620401021
598	0.2620209751
599	0.2619935352
600	0.2619638299
601	0.2619271734
602	0.2619003995
603	0.2618644987
604	0.261724636
605	0.2616988039
606	0.2616815096
607	0.2616480525
608	0.2616199221
609	0.261608475
610	0.2615557355
611	0.2615266563
612	0.2614911569
613	0.2613682013
614	0.2613455906
615	0.2613192993
616	0.2612751361
617	0.2612394365
618	0.2612102077
619	0.2611632672
620	0.2610635209
621	0.2610351995
622	0.2610022254
623	0.2609736481
624	0.2609372349
625	0.2609137232
626	0.2608871505
627	0.2608536971
628	0.2608246271
629	0.2607956769
630	0.2606754474
631	0.2606339349
632	0.2605981287
633	0.2605663024
634	0.2605424727
635	0.2605131642
636	0.2604672078
637	0.2604521517
638	0.2604093917
639	0.260384926
640	0.2603376172
641	0.2603248816
642	0.2602841899
643	0.2602466158
644	0.2602103219
645	0.2601834761
646	0.2601598189
647	0.2601399718
648	0.2601095538
649	0.2600825382
650	0.2600240548
651	0.2599618678
652	0.259940087
653	0.2599244229
654	0.2599038662
655	0.2598870832
656	0.2598713395
657	0.259843679
658	0.2598098427
659	0.2597836753
660	0.2597541662
661	0.259729252
662	0.2596988571
663	0.2596689473
664	0.2596456695
665	0.2596083169
666	0.2595854449
667	0.2595674947
668	0.2595296765
669	0.2594727664
670	0.2594564142
671	0.259436447
672	0.2594116005
673	0.2593979057
674	0.2593776367
675	0.2593358816
676	0.2593128371
677	0.259300328
678	0.2592781514
679	0.2592458478
680	0.2592142665
681	0.2591842697
682	0.2591468133
683	0.2591111588
684	0.2590819479
685	0.2590501586
686	0.2590217887
687	0.258976329
688	0.2589483558
689	0.2589128968
690	0.2588752735
691	0.2588322374
692	0.2587909223
693	0.258765709
694	0.2587322381
695	0.2586998213
696	0.2586855849
697	0.2586763223
698	0.2586182513
699	0.2585822361
700	0.2585576931
701	0.2585408852
702	0.2585149847
703	0.2584826852
704	0.2584576772
705	0.2584351233
706	0.2584119838
707	0.2583755621
708	0.2583464703
709	0.2583192311
710	0.2583014289
711	0.2582815553
712	0.2582491975
713	0.258229706
714	0.2581976519
715	0.2581686701
716	0.2581454655
717	0.2581224047
718	0.2581035331
719	0.258077561
720	0.258042368
721	0.2580239745
722	0.2579930941
723	0.2579784559
724	0.2579415126
725	0.2579175275
726	0.257901753
727	0.2578795628
728	0.2578453737
729	0.2578077685
730	0.2577849118
731	0.2577563015
732	0.2577374244
733	0.2577241377
734	0.2576875839
735	0.2576335051
736	0.2576057819
737	0.2575883069
738	0.2575532696
739	0.2575360437
740	0.2575200532
741	0.2574734284
742	0.2574157705
743	0.2573845266
744	0.257342366
745	0.257307424
746	0.2572635889
747	0.2572210395
748	0.2572027191
749	0.2571816283
750	0.2571411811
751	0.2571164374
752	0.2570781697
753	0.2570630928
754	0.257015947
755	0.2569925544
756	0.2569680715
757	0.2569568737
758	0.2569412687
759	0.2569077834
760	0.2568694603
761	0.2568428793
762	0.2568251926
763	0.2568010326
764	0.2567704669
765	0.2567289358
766	0.2566998315
767	0.2566647728
768	0.2566333119
769	0.2565981611
770	0.2565764284
771	0.2565580805
772	0.2565179251
773	0.2564866538
774	0.2564659933
775	0.2564324031
776	0.2563965616
777	0.256373332
778	0.2563094925
779	0.256293335
780	0.2562675813
781	0.2562360795
782	0.2562181534
783	0.2561894193
784	0.256173019
785	0.2561431848
786	0.2560852386
787	0.2560332621
788	0.2560056851
789	0.2559823781
790	0.2559551695
791	0.2559343319
792	0.2557109514
793	0.2556949315
794	0.2556662681
795	0.2556564856
796	0.2556421684
797	0.255614144
798	0.2555862334
799	0.2555499211
800	0.2555262164
801	0.2555076369
802	0.2554922679
803	0.2554739025
804	0.2554375444
805	0.2554190139
806	0.2553881086
807	0.2553656447
808	0.2553518623
809	0.2552858249
810	0.2552623477
811	0.2552417549
812	0.2552102726
813	0.2551688641
814	0.2551276517
815	0.2551046489
816	0.2550825186
817	0.2550428509
818	0.2550235729
819	0.2550052529
820	0.2549851937
821	0.2549604833
822	0.2549439295
823	0.2549269618
824	0.2548967747
825	0.254872048
826	0.2548456937
827	0.2548341532
828	0.2548218475
829	0.2547700523
830	0.2547587346
831	0.254744228
832	0.2546808721
833	0.2546335483
834	0.2546008538
835	0.2545595325
836	0.2545358688
837	0.2544997704
838	0.2544843588
839	0.2544561374
840	0.2544232424
841	0.2544047213
842	0.2543816043
843	0.2543616073
844	0.2543193539
845	0.2542724773
846	0.2542475475
847	0.2542380336
848	0.2542096034
849	0.2541986708
850	0.2541776576
851	0.254153217
852	0.2541243281
853	0.2540937158
854	0.2540681163
855	0.2540289612
856	0.2540004719
857	0.2539639971
858	0.2539465025
859	0.2539111073
860	0.2538980608
861	0.253873511
862	0.2538526196
863	0.2538389193
864	0.2538231476
865	0.2538012255
866	0.2537782942
867	0.2537661623
868	0.2537502113
869	0.2537250003
870	0.2536951672
871	0.2536723174
872	0.2536396261
873	0.2536315034
874	0.2536022353
875	0.2535837461
876	0.2535689521
877	0.2535481784
878	0.2535329018
879	0.2534933828
880	0.2534659486
881	0.2534512632
882	0.2534048497
883	0.2533858759
884	0.2533534268
885	0.2533302805
886	0.2533159907
887	0.253295614
888	0.2532752008
889	0.2532511745
890	0.2532345217
891	0.2532116023
892	0.253179187
893	0.2531442438
894	0.2531293414
895	0.2530941879
896	0.2530621904
897	0.2530302702
898	0.2530116424
899	0.252994561
900	0.2529626444
901	0.2529331467
902	0.2529033771
903	0.2528712176
904	0.2528512129
905	0.2528163671
906	0.2527516568
907	0.2527284527
908	0.2527087168
909	0.2526892856
910	0.2526749309
911	0.2526668616
912	0.2526265585
913	0.2526055166
914	0.2525829344
915	0.2525635936
916	0.2525435742
917	0.2525240721
918	0.2525090211
919	0.2524921539
920	0.2524734683
921	0.2524205468
922	0.2524070102
923	0.2523686027
924	0.2523572921
925	0.2523392099
926	0.2523284722
927	0.2523019066
928	0.2522841565
929	0.2522572188
930	0.2522336045
931	0.252209908
932	0.2521622994
933	0.2521273929
934	0.2521145616
935	0.2520946194
936	0.2520401908
937	0.2519932684
938	0.2519632433
939	0.2519422335
940	0.2519033034
941	0.2518729982
942	0.251847152
943	0.2518117033
944	0.2517694107
945	0.2517382909
946	0.2517207932
947	0.2516899835
948	0.2516719068
949	0.2516492015
950	0.2516257341
951	0.2516048413
952	0.251572224
953	0.2515573734
954	0.2515433415
955	0.2515231717
956	0.2514881258
957	0.2514588431
958	0.2514280112
959	0.2514003919
960	0.2513668071
961	0.2513451084
962	0.2513260077
963	0.2512938832
964	0.2512713018
965	0.2512324924
966	0.2512186822
967	0.2511951027
968	0.2511766611
969	0.2511683124
970	0.2511434618
971	0.2511339925
972	0.2510943126
973	0.2510662957
974	0.2510534182
975	0.2510198184
976	0.2509873774
977	0.2509639162
978	0.2509261742
979	0.2509052768
980	0.2508865296
981	0.2508572668
982	0.2508381599
983	0.2508278261
984	0.2507915443
985	0.2507671406
986	0.2507271979
987	0.250712033
988	0.2506963054
989	0.2506784519
990	0.2506617159
991	0.250647695
992	0.2506256521
993	0.2505970333
994	0.2505794232
995	0.2505456848
996	0.2505232611
997	0.2505085488
998	0.2504525785
999	0.2504393771
